fetched_at,Imeino,Vehicle_No,Vehicle_Name,Company,Branch,Vehicletype,DeviceModel,Status,Power,IGN,GPS,Speed,Angle,course,Odometer,can_odometer,Latitude,Longitude,Location,POI,GPSActualTime,Datetime,Temperature,ExternalVolt,battery_percentage,satellite_count,gps_hdop,Fuel,AC,SOS,Immobilize_State,Door1,Door2,Door3,Door4,elock,Driver_First_Name,Driver_Middle_Name,Driver_Last_Name,Ibutton/RFID,Vin,mcc,mnc,cellid,lac,heartbeat,username,Altitude
2026-05-21T10:17:59,990000000000977,DEMO-0977,Demo Vehicle 0977,Demo Fleet,Branch-18,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,17,101,49,110747,0,-1.100977,36.702931,Mock Yard 18,,2026-05-21T10:18:25,2026-05-21T10:18:25,25,12.7,77,10,0.3,67,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0977,Test,User,TAG-0977,VINDEMO00000977,640,2,20977,577,1,demo-user,1177
2026-05-21T10:18:06,990000000000978,DEMO-0978,Demo Vehicle 0978,Demo Fleet,Branch-19,Truck,DEMO-TRACKER,STOP,OFF,ON,ON,18,114,66,110758,0,-1.100978,36.702934,Mock Yard 19,,2026-05-21T10:19:30,2026-05-21T10:19:30,26,12.8,78,11,0.4,68,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0978,Test,User,TAG-0978,VINDEMO00000978,640,2,20978,578,0,demo-user,1178
2026-05-21T10:19:13,990000000000979,DEMO-0979,Demo Vehicle 0979,Demo Fleet,Branch-20,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,19,127,83,110769,0,-1.100979,36.702937,Mock Yard 20,,2026-05-21T10:20:35,2026-05-21T10:20:35,27,12.9,79,12,0.5,69,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0979,Test,User,TAG-0979,VINDEMO00000979,640,2,20979,579,1,demo-user,1179
2026-05-21T10:20:20,990000000000980,DEMO-0980,Demo Vehicle 0980,Demo Fleet,Branch-21,Truck,DEMO-TRACKER,STOP,ON,OFF,OFF,20,140,100,110780,0,-1.100980,36.702940,Mock Yard 21,,2026-05-21T10:21:40,2026-05-21T10:21:40,28,12.0,80,8,0.6,70,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0980,Test,User,TAG-0980,VINDEMO00000980,640,2,20980,580,0,demo-user,1180
2026-05-21T10:21:27,990000000000981,DEMO-0981,Demo Vehicle 0981,Demo Fleet,Branch-22,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,21,153,117,110791,0,-1.100981,36.702943,Mock Yard 22,,2026-05-21T10:22:45,2026-05-21T10:22:45,20,12.1,81,9,0.7,71,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0981,Test,User,TAG-0981,VINDEMO00000981,640,2,20981,581,1,demo-user,1181
2026-05-21T10:22:34,990000000000982,DEMO-0982,Demo Vehicle 0982,Demo Fleet,Branch-23,Truck,DEMO-TRACKER,STOP,ON,ON,ON,22,166,134,110802,0,-1.100982,36.702946,Mock Yard 23,,2026-05-21T10:23:50,2026-05-21T10:23:50,21,12.2,82,10,0.8,72,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0982,Test,User,TAG-0982,VINDEMO00000982,640,2,20982,582,0,demo-user,1182
2026-05-21T10:23:41,990000000000983,DEMO-0983,Demo Vehicle 0983,Demo Fleet,Branch-24,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,23,179,151,110813,0,-1.100983,36.702949,Mock Yard 24,,2026-05-21T10:24:55,2026-05-21T10:24:55,22,12.3,83,11,0.9,73,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0983,Test,User,TAG-0983,VINDEMO00000983,640,2,20983,583,1,demo-user,1183
2026-05-21T10:24:48,990000000000984,DEMO-0984,Demo Vehicle 0984,Demo Fleet,Branch-01,Truck,DEMO-TRACKER,STOP,OFF,OFF,ON,24,192,168,110824,0,-1.100984,36.702952,Mock Yard 01,,2026-05-21T10:25:00,2026-05-21T10:25:00,23,12.4,84,12,0.2,74,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0984,Test,User,TAG-0984,VINDEMO00000984,640,2,20984,584,0,demo-user,1184
2026-05-21T10:25:55,990000000000985,DEMO-0985,Demo Vehicle 0985,Demo Fleet,Branch-02,Truck,DEMO-TRACKER,MOVING,ON,ON,OFF,25,205,185,110835,0,-1.100985,36.702955,Mock Yard 02,,2026-05-21T10:26:05,2026-05-21T10:26:05,24,12.5,85,8,0.3,75,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0985,Test,User,TAG-0985,VINDEMO00000985,640,2,20985,585,1,demo-user,1185
2026-05-21T10:26:02,990000000000986,DEMO-0986,Demo Vehicle 0986,Demo Fleet,Branch-03,Truck,DEMO-TRACKER,STOP,ON,ON,ON,26,218,202,110846,0,-1.100986,36.702958,Mock Yard 03,,2026-05-21T10:27:10,2026-05-21T10:27:10,25,12.6,86,9,0.4,76,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0986,Test,User,TAG-0986,VINDEMO00000986,640,2,20986,586,0,demo-user,1186
2026-05-21T10:27:09,990000000000987,DEMO-0987,Demo Vehicle 0987,Demo Fleet,Branch-04,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,27,231,219,110857,0,-1.100987,36.702961,Mock Yard 04,,2026-05-21T10:28:15,2026-05-21T10:28:15,26,12.7,87,10,0.5,77,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0987,Test,User,TAG-0987,VINDEMO00000987,640,2,20987,587,1,demo-user,1187
2026-05-21T10:28:16,990000000000988,DEMO-0988,Demo Vehicle 0988,Demo Fleet,Branch-05,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,28,244,236,110868,0,-1.100988,36.702964,Mock Yard 05,,2026-05-21T10:29:20,2026-05-21T10:29:20,27,12.8,88,11,0.6,78,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0988,Test,User,TAG-0988,VINDEMO00000988,640,2,20988,588,0,demo-user,1188
2026-05-21T10:29:23,990000000000989,DEMO-0989,Demo Vehicle 0989,Demo Fleet,Branch-06,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,29,257,253,110879,0,-1.100989,36.702967,Mock Yard 06,,2026-05-21T10:30:25,2026-05-21T10:30:25,28,12.9,89,12,0.7,79,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0989,Test,User,TAG-0989,VINDEMO00000989,640,2,20989,589,1,demo-user,1189
2026-05-21T10:30:30,990000000000990,DEMO-0990,Demo Vehicle 0990,Demo Fleet,Branch-07,Truck,DEMO-TRACKER,STOP,OFF,ON,OFF,30,270,270,110890,0,-1.100990,36.702970,Mock Yard 07,,2026-05-21T10:31:30,2026-05-21T10:31:30,20,12.0,90,8,0.8,35,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0990,Test,User,TAG-0990,VINDEMO00000990,640,2,20990,590,0,demo-user,1190
2026-05-21T10:31:37,990000000000991,DEMO-0991,Demo Vehicle 0991,Demo Fleet,Branch-08,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,31,283,287,110901,0,-1.100991,36.702973,Mock Yard 08,,2026-05-21T10:32:35,2026-05-21T10:32:35,21,12.1,91,9,0.9,36,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0991,Test,User,TAG-0991,VINDEMO00000991,640,2,20991,591,1,demo-user,1191
2026-05-21T10:32:44,990000000000992,DEMO-0992,Demo Vehicle 0992,Demo Fleet,Branch-09,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,32,296,304,110912,0,-1.100992,36.702976,Mock Yard 09,,2026-05-21T10:33:40,2026-05-21T10:33:40,22,12.2,92,10,0.2,37,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0992,Test,User,TAG-0992,VINDEMO00000992,640,2,20992,592,0,demo-user,1192
2026-05-21T10:33:51,990000000000993,DEMO-0993,Demo Vehicle 0993,Demo Fleet,Branch-10,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,33,309,321,110923,0,-1.100993,36.702979,Mock Yard 10,,2026-05-21T10:34:45,2026-05-21T10:34:45,23,12.3,93,11,0.3,38,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0993,Test,User,TAG-0993,VINDEMO00000993,640,2,20993,593,1,demo-user,1193
2026-05-21T10:34:58,990000000000994,DEMO-0994,Demo Vehicle 0994,Demo Fleet,Branch-11,Truck,DEMO-TRACKER,STOP,ON,ON,ON,34,322,338,110934,0,-1.100994,36.702982,Mock Yard 11,,2026-05-21T10:35:50,2026-05-21T10:35:50,24,12.4,94,12,0.4,39,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0994,Test,User,TAG-0994,VINDEMO00000994,640,2,20994,594,0,demo-user,1194
2026-05-21T10:35:05,990000000000995,DEMO-0995,Demo Vehicle 0995,Demo Fleet,Branch-12,Truck,DEMO-TRACKER,MOVING,ON,ON,OFF,35,335,355,110945,0,-1.100995,36.702985,Mock Yard 12,,2026-05-21T10:36:55,2026-05-21T10:36:55,25,12.5,95,8,0.5,40,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0995,Test,User,TAG-0995,VINDEMO00000995,640,2,20995,595,1,demo-user,1195
2026-05-21T10:36:12,990000000000996,DEMO-0996,Demo Vehicle 0996,Demo Fleet,Branch-13,Truck,DEMO-TRACKER,STOP,OFF,OFF,ON,36,348,12,110956,0,-1.100996,36.702988,Mock Yard 13,,2026-05-21T10:37:00,2026-05-21T10:37:00,26,12.6,96,9,0.6,41,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0996,Test,User,TAG-0996,VINDEMO00000996,640,2,20996,596,0,demo-user,1196
2026-05-21T10:37:19,990000000000997,DEMO-0997,Demo Vehicle 0997,Demo Fleet,Branch-14,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,37,1,29,110967,0,-1.100997,36.702991,Mock Yard 14,,2026-05-21T10:38:05,2026-05-21T10:38:05,27,12.7,97,10,0.7,42,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0997,Test,User,TAG-0997,VINDEMO00000997,640,2,20997,597,1,demo-user,1197
2026-05-21T10:38:26,990000000000998,DEMO-0998,Demo Vehicle 0998,Demo Fleet,Branch-15,Truck,DEMO-TRACKER,STOP,ON,ON,ON,38,14,46,110978,0,-1.100998,36.702994,Mock Yard 15,,2026-05-21T10:39:10,2026-05-21T10:39:10,28,12.8,98,11,0.8,43,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0998,Test,User,TAG-0998,VINDEMO00000998,640,2,20998,598,0,demo-user,1198
2026-05-21T10:39:33,990000000000999,DEMO-0999,Demo Vehicle 0999,Demo Fleet,Branch-16,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,39,27,63,110989,0,-1.100999,36.702997,Mock Yard 16,,2026-05-21T10:40:15,2026-05-21T10:40:15,20,12.9,99,12,0.9,44,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver0999,Test,User,TAG-0999,VINDEMO00000999,640,2,20999,599,1,demo-user,1199
2026-05-21T10:40:40,990000000001000,DEMO-1000,Demo Vehicle 1000,Demo Fleet,Branch-17,Truck,DEMO-TRACKER,STOP,ON,OFF,OFF,40,40,80,111000,0,-1.101000,36.703000,Mock Yard 17,,2026-05-21T10:41:20,2026-05-21T10:41:20,21,12.0,60,8,0.2,45,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1000,Test,User,TAG-1000,VINDEMO00001000,640,2,21000,500,0,demo-user,1200
2026-05-21T10:41:47,990000000001001,DEMO-1001,Demo Vehicle 1001,Demo Fleet,Branch-18,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,41,53,97,111011,0,-1.101001,36.703003,Mock Yard 18,,2026-05-21T10:42:25,2026-05-21T10:42:25,22,12.1,61,9,0.3,46,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1001,Test,User,TAG-1001,VINDEMO00001001,640,2,21001,501,1,demo-user,1201
2026-05-21T10:42:54,990000000001002,DEMO-1002,Demo Vehicle 1002,Demo Fleet,Branch-19,Truck,DEMO-TRACKER,STOP,OFF,ON,ON,42,66,114,111022,0,-1.101002,36.703006,Mock Yard 19,,2026-05-21T10:43:30,2026-05-21T10:43:30,23,12.2,62,10,0.4,47,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1002,Test,User,TAG-1002,VINDEMO00001002,640,2,21002,502,0,demo-user,1202
2026-05-21T10:43:01,990000000001003,DEMO-1003,Demo Vehicle 1003,Demo Fleet,Branch-20,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,43,79,131,111033,0,-1.101003,36.703009,Mock Yard 20,,2026-05-21T10:44:35,2026-05-21T10:44:35,24,12.3,63,11,0.5,48,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1003,Test,User,TAG-1003,VINDEMO00001003,640,2,21003,503,1,demo-user,1203
2026-05-21T10:44:08,990000000001004,DEMO-1004,Demo Vehicle 1004,Demo Fleet,Branch-21,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,44,92,148,111044,0,-1.101004,36.703012,Mock Yard 21,,2026-05-21T10:45:40,2026-05-21T10:45:40,25,12.4,64,12,0.6,49,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1004,Test,User,TAG-1004,VINDEMO00001004,640,2,21004,504,0,demo-user,1204
2026-05-21T10:45:15,990000000001005,DEMO-1005,Demo Vehicle 1005,Demo Fleet,Branch-22,Truck,DEMO-TRACKER,MOVING,OFF,ON,OFF,45,105,165,111055,0,-1.101005,36.703015,Mock Yard 22,,2026-05-21T10:46:45,2026-05-21T10:46:45,26,12.5,65,8,0.7,50,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1005,Test,User,TAG-1005,VINDEMO00001005,640,2,21005,505,1,demo-user,1205
2026-05-21T10:46:22,990000000001006,DEMO-1006,Demo Vehicle 1006,Demo Fleet,Branch-23,Truck,DEMO-TRACKER,STOP,ON,ON,ON,46,118,182,111066,0,-1.101006,36.703018,Mock Yard 23,,2026-05-21T10:47:50,2026-05-21T10:47:50,27,12.6,66,9,0.8,51,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1006,Test,User,TAG-1006,VINDEMO00001006,640,2,21006,506,0,demo-user,1206
2026-05-21T10:47:29,990000000001007,DEMO-1007,Demo Vehicle 1007,Demo Fleet,Branch-24,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,47,131,199,111077,0,-1.101007,36.703021,Mock Yard 24,,2026-05-21T10:48:55,2026-05-21T10:48:55,28,12.7,67,10,0.9,52,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1007,Test,User,TAG-1007,VINDEMO00001007,640,2,21007,507,1,demo-user,1207
2026-05-21T10:48:36,990000000001008,DEMO-1008,Demo Vehicle 1008,Demo Fleet,Branch-01,Truck,DEMO-TRACKER,STOP,OFF,OFF,ON,48,144,216,111088,0,-1.101008,36.703024,Mock Yard 01,,2026-05-21T10:49:00,2026-05-21T10:49:00,20,12.8,68,11,0.2,53,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1008,Test,User,TAG-1008,VINDEMO00001008,640,2,21008,508,0,demo-user,1208
2026-05-21T10:49:43,990000000001009,DEMO-1009,Demo Vehicle 1009,Demo Fleet,Branch-02,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,49,157,233,111099,0,-1.101009,36.703027,Mock Yard 02,,2026-05-21T10:50:05,2026-05-21T10:50:05,21,12.9,69,12,0.3,54,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1009,Test,User,TAG-1009,VINDEMO00001009,640,2,21009,509,1,demo-user,1209
2026-05-21T10:50:50,990000000001010,DEMO-1010,Demo Vehicle 1010,Demo Fleet,Branch-03,Truck,DEMO-TRACKER,STOP,ON,ON,OFF,50,170,250,111110,0,-1.101010,36.703030,Mock Yard 03,,2026-05-21T10:51:10,2026-05-21T10:51:10,22,12.0,70,8,0.4,55,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1010,Test,User,TAG-1010,VINDEMO00001010,640,2,21010,510,0,demo-user,1210
2026-05-21T10:51:57,990000000001011,DEMO-1011,Demo Vehicle 1011,Demo Fleet,Branch-04,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,51,183,267,111121,0,-1.101011,36.703033,Mock Yard 04,,2026-05-21T10:52:15,2026-05-21T10:52:15,23,12.1,71,9,0.5,56,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1011,Test,User,TAG-1011,VINDEMO00001011,640,2,21011,511,1,demo-user,1211
2026-05-21T10:52:04,990000000001012,DEMO-1012,Demo Vehicle 1012,Demo Fleet,Branch-05,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,52,196,284,111132,0,-1.101012,36.703036,Mock Yard 05,,2026-05-21T10:53:20,2026-05-21T10:53:20,24,12.2,72,10,0.6,57,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1012,Test,User,TAG-1012,VINDEMO00001012,640,2,21012,512,0,demo-user,1212
2026-05-21T10:53:11,990000000001013,DEMO-1013,Demo Vehicle 1013,Demo Fleet,Branch-06,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,53,209,301,111143,0,-1.101013,36.703039,Mock Yard 06,,2026-05-21T10:54:25,2026-05-21T10:54:25,25,12.3,73,11,0.7,58,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1013,Test,User,TAG-1013,VINDEMO00001013,640,2,21013,513,1,demo-user,1213
2026-05-21T10:54:18,990000000001014,DEMO-1014,Demo Vehicle 1014,Demo Fleet,Branch-07,Truck,DEMO-TRACKER,STOP,OFF,ON,ON,54,222,318,111154,0,-1.101014,36.703042,Mock Yard 07,,2026-05-21T10:55:30,2026-05-21T10:55:30,26,12.4,74,12,0.8,59,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1014,Test,User,TAG-1014,VINDEMO00001014,640,2,21014,514,0,demo-user,1214
2026-05-21T10:55:25,990000000001015,DEMO-1015,Demo Vehicle 1015,Demo Fleet,Branch-08,Truck,DEMO-TRACKER,MOVING,ON,ON,OFF,55,235,335,111165,0,-1.101015,36.703045,Mock Yard 08,,2026-05-21T10:56:35,2026-05-21T10:56:35,27,12.5,75,8,0.9,60,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1015,Test,User,TAG-1015,VINDEMO00001015,640,2,21015,515,1,demo-user,1215
2026-05-21T10:56:32,990000000001016,DEMO-1016,Demo Vehicle 1016,Demo Fleet,Branch-09,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,56,248,352,111176,0,-1.101016,36.703048,Mock Yard 09,,2026-05-21T10:57:40,2026-05-21T10:57:40,28,12.6,76,9,0.2,61,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1016,Test,User,TAG-1016,VINDEMO00001016,640,2,21016,516,0,demo-user,1216
2026-05-21T10:57:39,990000000001017,DEMO-1017,Demo Vehicle 1017,Demo Fleet,Branch-10,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,57,261,9,111187,0,-1.101017,36.703051,Mock Yard 10,,2026-05-21T10:58:45,2026-05-21T10:58:45,20,12.7,77,10,0.3,62,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1017,Test,User,TAG-1017,VINDEMO00001017,640,2,21017,517,1,demo-user,1217
2026-05-21T10:58:46,990000000001018,DEMO-1018,Demo Vehicle 1018,Demo Fleet,Branch-11,Truck,DEMO-TRACKER,STOP,ON,ON,ON,58,274,26,111198,0,-1.101018,36.703054,Mock Yard 11,,2026-05-21T10:59:50,2026-05-21T10:59:50,21,12.8,78,11,0.4,63,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1018,Test,User,TAG-1018,VINDEMO00001018,640,2,21018,518,0,demo-user,1218
2026-05-21T10:59:53,990000000001019,DEMO-1019,Demo Vehicle 1019,Demo Fleet,Branch-12,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,59,287,43,111209,0,-1.101019,36.703057,Mock Yard 12,,2026-05-21T10:00:55,2026-05-21T10:00:55,22,12.9,79,12,0.5,64,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1019,Test,User,TAG-1019,VINDEMO00001019,640,2,21019,519,1,demo-user,1219
2026-05-21T10:00:00,990000000001020,DEMO-1020,Demo Vehicle 1020,Demo Fleet,Branch-13,Truck,DEMO-TRACKER,STOP,OFF,OFF,OFF,60,300,60,111220,0,-1.101020,36.703060,Mock Yard 13,,2026-05-21T10:01:00,2026-05-21T10:01:00,23,12.0,80,8,0.6,65,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1020,Test,User,TAG-1020,VINDEMO00001020,640,2,21020,520,0,demo-user,1220
2026-05-21T10:01:07,990000000001021,DEMO-1021,Demo Vehicle 1021,Demo Fleet,Branch-14,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,61,313,77,111231,0,-1.101021,36.703063,Mock Yard 14,,2026-05-21T10:02:05,2026-05-21T10:02:05,24,12.1,81,9,0.7,66,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1021,Test,User,TAG-1021,VINDEMO00001021,640,2,21021,521,1,demo-user,1221
2026-05-21T10:02:14,990000000001022,DEMO-1022,Demo Vehicle 1022,Demo Fleet,Branch-15,Truck,DEMO-TRACKER,STOP,ON,ON,ON,62,326,94,111242,0,-1.101022,36.703066,Mock Yard 15,,2026-05-21T10:03:10,2026-05-21T10:03:10,25,12.2,82,10,0.8,67,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1022,Test,User,TAG-1022,VINDEMO00001022,640,2,21022,522,0,demo-user,1222
2026-05-21T10:03:21,990000000001023,DEMO-1023,Demo Vehicle 1023,Demo Fleet,Branch-16,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,63,339,111,111253,0,-1.101023,36.703069,Mock Yard 16,,2026-05-21T10:04:15,2026-05-21T10:04:15,26,12.3,83,11,0.9,68,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1023,Test,User,TAG-1023,VINDEMO00001023,640,2,21023,523,1,demo-user,1223
2026-05-21T10:04:28,990000000001024,DEMO-1024,Demo Vehicle 1024,Demo Fleet,Branch-17,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,64,352,128,111264,0,-1.101024,36.703072,Mock Yard 17,,2026-05-21T10:05:20,2026-05-21T10:05:20,27,12.4,84,12,0.2,69,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1024,Test,User,TAG-1024,VINDEMO00001024,640,2,21024,524,0,demo-user,1224
2026-05-21T10:05:35,990000000001025,DEMO-1025,Demo Vehicle 1025,Demo Fleet,Branch-18,Truck,DEMO-TRACKER,MOVING,ON,ON,OFF,65,5,145,111275,0,-1.101025,36.703075,Mock Yard 18,,2026-05-21T10:06:25,2026-05-21T10:06:25,28,12.5,85,8,0.3,70,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1025,Test,User,TAG-1025,VINDEMO00001025,640,2,21025,525,1,demo-user,1225
2026-05-21T10:06:42,990000000001026,DEMO-1026,Demo Vehicle 1026,Demo Fleet,Branch-19,Truck,DEMO-TRACKER,STOP,OFF,ON,ON,66,18,162,111286,0,-1.101026,36.703078,Mock Yard 19,,2026-05-21T10:07:30,2026-05-21T10:07:30,20,12.6,86,9,0.4,71,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1026,Test,User,TAG-1026,VINDEMO00001026,640,2,21026,526,0,demo-user,1226
2026-05-21T10:07:49,990000000001027,DEMO-1027,Demo Vehicle 1027,Demo Fleet,Branch-20,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,67,31,179,111297,0,-1.101027,36.703081,Mock Yard 20,,2026-05-21T10:08:35,2026-05-21T10:08:35,21,12.7,87,10,0.5,72,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1027,Test,User,TAG-1027,VINDEMO00001027,640,2,21027,527,1,demo-user,1227
2026-05-21T10:08:56,990000000001028,DEMO-1028,Demo Vehicle 1028,Demo Fleet,Branch-21,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,68,44,196,111308,0,-1.101028,36.703084,Mock Yard 21,,2026-05-21T10:09:40,2026-05-21T10:09:40,22,12.8,88,11,0.6,73,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1028,Test,User,TAG-1028,VINDEMO00001028,640,2,21028,528,0,demo-user,1228
2026-05-21T10:09:03,990000000001029,DEMO-1029,Demo Vehicle 1029,Demo Fleet,Branch-22,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,69,57,213,111319,0,-1.101029,36.703087,Mock Yard 22,,2026-05-21T10:10:45,2026-05-21T10:10:45,23,12.9,89,12,0.7,74,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1029,Test,User,TAG-1029,VINDEMO00001029,640,2,21029,529,1,demo-user,1229
2026-05-21T10:10:10,990000000001030,DEMO-1030,Demo Vehicle 1030,Demo Fleet,Branch-23,Truck,DEMO-TRACKER,STOP,ON,ON,OFF,70,70,230,111330,0,-1.101030,36.703090,Mock Yard 23,,2026-05-21T10:11:50,2026-05-21T10:11:50,24,12.0,90,8,0.8,75,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1030,Test,User,TAG-1030,VINDEMO00001030,640,2,21030,530,0,demo-user,1230
2026-05-21T10:11:17,990000000001031,DEMO-1031,Demo Vehicle 1031,Demo Fleet,Branch-24,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,71,83,247,111341,0,-1.101031,36.703093,Mock Yard 24,,2026-05-21T10:12:55,2026-05-21T10:12:55,25,12.1,91,9,0.9,76,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1031,Test,User,TAG-1031,VINDEMO00001031,640,2,21031,531,1,demo-user,1231
2026-05-21T10:12:24,990000000001032,DEMO-1032,Demo Vehicle 1032,Demo Fleet,Branch-01,Truck,DEMO-TRACKER,STOP,OFF,OFF,ON,72,96,264,111352,0,-1.101032,36.703096,Mock Yard 01,,2026-05-21T10:13:00,2026-05-21T10:13:00,26,12.2,92,10,0.2,77,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver1032,Test,User,TAG-1032,VINDEMO00001032,640,2,21032,532,0,demo-user,1232
